0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
-0.0033895748,0.051230267,-0.039065484,0.19785321,0.24946299,0.3562512,0.004981648,0.5217698,0.9120182,0.6435898,-0.37913677,-0.0754599,0.16463763,-0.16818236,-0.79251134,-0.36684465,-0.0033895748,0.051230267,-0.039065484,0.19785321,0.24946299,0.3562512,0.004981648,0.5217698,0.9120182,0.6435898,-0.37913677,-0.0754599,0.16463763,-0.16818236,-0.79251134,-0.36684465,-0.0033895748,0.051230267,-0.039065484,0.19785321,0.24946299,0.3562512,0.004981648,0.5217698,0.9120182,0.6435898,-0.37913677,-0.0754599,0.16463763,-0.16818236,-0.79251134,-0.36684465,-0.0033895748,0.051230267,-0.039065484,0.19785321,0.24946299,0.3562512,0.004981648,0.5217698,0.9120182,0.6435898,-0.37913677,-0.0754599,0.16463763,-0.16818236,-0.79251134,-0.36684465,-0.0033895748,0.051230267,-0.039065484,0.19785321,0.24946299,0.3562512,0.004981648,0.5217698,0.9120182,0.6435898,-0.37913677,-0.0754599,0.16463763,-0.16818236,-0.79251134,-0.36684465
0.0025285534,0.035050802,0.0380116,0.006735895,0.06285145,0.17687903,0.10552105,0.48052886,0.3753371,0.04194073,-0.18539046,0.11814671,-0.002754286,-0.1184374,0.47462893,0.060982496,0.0025285534,0.035050802,0.0380116,0.006735895,0.06285145,0.17687903,0.10552105,0.48052886,0.3753371,0.04194073,-0.18539046,0.11814671,-0.002754286,-0.1184374,0.47462893,0.060982496,0.0025285534,0.035050802,0.0380116,0.006735895,0.06285145,0.17687903,0.10552105,0.48052886,0.3753371,0.04194073,-0.18539046,0.11814671,-0.002754286,-0.1184374,0.47462893,0.060982496,0.0025285534,0.035050802,0.0380116,0.006735895,0.06285145,0.17687903,0.10552105,0.48052886,0.3753371,0.04194073,-0.18539046,0.11814671,-0.002754286,-0.1184374,0.47462893,0.060982496,0.0025285534,0.035050802,0.0380116,0.006735895,0.06285145,0.17687903,0.10552105,0.48052886,0.3753371,0.04194073,-0.18539046,0.11814671,-0.002754286,-0.1184374,0.47462893,0.060982496
0.28816843,1.4333639,-0.8432745,6.2630925,-9.27294,2.79251,-0.2821811,-1.7323306,0.98351973,0.37489688,0.38215023,-0.838269,0.11626088,-0.4311914,-0.5149267,-0.078978315,0.28816843,1.4333639,-0.8432745,6.2630925,-9.27294,2.79251,-0.2821811,-1.7323306,0.98351973,0.37489688,0.38215023,-0.838269,0.11626088,-0.4311914,-0.5149267,-0.078978315,0.28816843,1.4333639,-0.8432745,6.2630925,-9.27294,2.79251,-0.2821811,-1.7323306,0.98351973,0.37489688,0.38215023,-0.838269,0.11626088,-0.4311914,-0.5149267,-0.078978315,0.28816843,1.4333639,-0.8432745,6.2630925,-9.27294,2.79251,-0.2821811,-1.7323306,0.98351973,0.37489688,0.38215023,-0.838269,0.11626088,-0.4311914,-0.5149267,-0.078978315,0.28816843,1.4333639,-0.8432745,6.2630925,-9.27294,2.79251,-0.2821811,-1.7323306,0.98351973,0.37489688,0.38215023,-0.838269,0.11626088,-0.4311914,-0.5149267,-0.078978315
-5.7555717e-06,-6.719617e-06,-4.3707067e-05,-3.0413736e-05,4.2190018e-06,-3.661579e-05,-5.7115783e-05,0.00016633482,0.00013676289,-0.00016737974,0.00029514928,2.2575945e-05,7.43601e-05,0.00018991242,-1.2206021e-05,3.5254514e-05,-5.7555717e-06,-6.719617e-06,-4.3707067e-05,-3.0413736e-05,4.2190018e-06,-3.661579e-05,-5.7115783e-05,0.00016633482,0.00013676289,-0.00016737974,0.00029514928,2.2575945e-05,7.43601e-05,0.00018991242,-1.2206021e-05,3.5254514e-05,-5.7555717e-06,-6.719617e-06,-4.3707067e-05,-3.0413736e-05,4.2190018e-06,-3.661579e-05,-5.7115783e-05,0.00016633482,0.00013676289,-0.00016737974,0.00029514928,2.2575945e-05,7.43601e-05,0.00018991242,-1.2206021e-05,3.5254514e-05,-5.7555717e-06,-6.719617e-06,-4.3707067e-05,-3.0413736e-05,4.2190018e-06,-3.661579e-05,-5.7115783e-05,0.00016633482,0.00013676289,-0.00016737974,0.00029514928,2.2575945e-05,7.43601e-05,0.00018991242,-1.2206021e-05,3.5254514e-05,-5.7555717e-06,-6.719617e-06,-4.3707067e-05,-3.0413736e-05,4.2190018e-06,-3.661579e-05,-5.7115783e-05,0.00016633482,0.00013676289,-0.00016737974,0.00029514928,2.2575945e-05,7.43601e-05,0.00018991242,-1.2206021e-05,3.5254514e-05
0.26033348,0.072760925,0.70435107,0.21775147,0.04839661,-0.7292175,-0.45453697,-0.12080017,0.66089183,-0.348203,1.4090517,0.07292179,-0.6235468,1.0498064,0.43983397,-0.54795635,0.26033348,0.072760925,0.70435107,0.21775147,0.04839661,-0.7292175,-0.45453697,-0.12080017,0.66089183,-0.348203,1.4090517,0.07292179,-0.6235468,1.0498064,0.43983397,-0.54795635,0.26033348,0.072760925,0.70435107,0.21775147,0.04839661,-0.7292175,-0.45453697,-0.12080017,0.66089183,-0.348203,1.4090517,0.07292179,-0.6235468,1.0498064,0.43983397,-0.54795635,0.26033348,0.072760925,0.70435107,0.21775147,0.04839661,-0.7292175,-0.45453697,-0.12080017,0.66089183,-0.348203,1.4090517,0.07292179,-0.6235468,1.0498064,0.43983397,-0.54795635,0.26033348,0.072760925,0.70435107,0.21775147,0.04839661,-0.7292175,-0.45453697,-0.12080017,0.66089183,-0.348203,1.4090517,0.07292179,-0.6235468,1.0498064,0.43983397,-0.54795635
0.078962706,-0.013624905,0.006307531,-0.008631209,0.01575029,-0.010088224,-0.0044122594,0.022603624,-0.011705857,-0.005822936,-0.025345555,0.051440112,0.020010605,-0.024191849,0.020300897,0.05206388,0.078962706,-0.013624905,0.006307531,-0.008631209,0.01575029,-0.010088224,-0.0044122594,0.022603624,-0.011705857,-0.005822936,-0.025345555,0.051440112,0.020010605,-0.024191849,0.020300897,0.05206388,0.078962706,-0.013624905,0.006307531,-0.008631209,0.01575029,-0.010088224,-0.0044122594,0.022603624,-0.011705857,-0.005822936,-0.025345555,0.051440112,0.020010605,-0.024191849,0.020300897,0.05206388,0.078962706,-0.013624905,0.006307531,-0.008631209,0.01575029,-0.010088224,-0.0044122594,0.022603624,-0.011705857,-0.005822936,-0.025345555,0.051440112,0.020010605,-0.024191849,0.020300897,0.05206388,0.078962706,-0.013624905,0.006307531,-0.008631209,0.01575029,-0.010088224,-0.0044122594,0.022603624,-0.011705857,-0.005822936,-0.025345555,0.051440112,0.020010605,-0.024191849,0.020300897,0.05206388
0.047664437,0.028761124,0.03210605,-0.057888277,0.049162008,-0.0314403,-1.7261236,-1.6112155,-0.32565683,2.9039803,-0.24629717,3.8903203,0.7403725,-0.07966151,0.51272625,0.53144145,0.047664437,0.028761124,0.03210605,-0.057888277,0.049162008,-0.0314403,-1.7261236,-1.6112155,-0.32565683,2.9039803,-0.24629717,3.8903203,0.7403725,-0.07966151,0.51272625,0.53144145,0.047664437,0.028761124,0.03210605,-0.057888277,0.049162008,-0.0314403,-1.7261236,-1.6112155,-0.32565683,2.9039803,-0.24629717,3.8903203,0.7403725,-0.07966151,0.51272625,0.53144145,0.047664437,0.028761124,0.03210605,-0.057888277,0.049162008,-0.0314403,-1.7261236,-1.6112155,-0.32565683,2.9039803,-0.24629717,3.8903203,0.7403725,-0.07966151,0.51272625,0.53144145,0.047664437,0.028761124,0.03210605,-0.057888277,0.049162008,-0.0314403,-1.7261236,-1.6112155,-0.32565683,2.9039803,-0.24629717,3.8903203,0.7403725,-0.07966151,0.51272625,0.53144145
6.783218e-07,6.519352e-07,3.1779276e-05,-4.3715598e-05,-1.728886e-05,-0.00016252481,-8.443523e-05,0.00014092098,-0.00026858717,-0.00020166794,-0.00017417906,0.0005084652,0.000269734,-0.00024071039,-8.167993e-05,-0.0001394987,6.783218e-07,6.519352e-07,3.1779276e-05,-4.3715598e-05,-1.728886e-05,-0.00016252481,-8.443523e-05,0.00014092098,-0.00026858717,-0.00020166794,-0.00017417906,0.0005084652,0.000269734,-0.00024071039,-8.167993e-05,-0.0001394987,6.783218e-07,6.519352e-07,3.1779276e-05,-4.3715598e-05,-1.728886e-05,-0.00016252481,-8.443523e-05,0.00014092098,-0.00026858717,-0.00020166794,-0.00017417906,0.0005084652,0.000269734,-0.00024071039,-8.167993e-05,-0.0001394987,6.783218e-07,6.519352e-07,3.1779276e-05,-4.3715598e-05,-1.728886e-05,-0.00016252481,-8.443523e-05,0.00014092098,-0.00026858717,-0.00020166794,-0.00017417906,0.0005084652,0.000269734,-0.00024071039,-8.167993e-05,-0.0001394987,6.783218e-07,6.519352e-07,3.1779276e-05,-4.3715598e-05,-1.728886e-05,-0.00016252481,-8.443523e-05,0.00014092098,-0.00026858717,-0.00020166794,-0.00017417906,0.0005084652,0.000269734,-0.00024071039,-8.167993e-05,-0.0001394987
0.05564337,0.024485016,0.025306584,0.033616416,0.032666296,0.13858868,0.13947354,0.46853283,0.3125453,0.17997116,-0.08644334,0.08533909,-0.024849402,-0.35764134,0.39954707,0.07468175,0.05564337,0.024485016,0.025306584,0.033616416,0.032666296,0.13858868,0.13947354,0.46853283,0.3125453,0.17997116,-0.08644334,0.08533909,-0.024849402,-0.35764134,0.39954707,0.07468175,0.05564337,0.024485016,0.025306584,0.033616416,0.032666296,0.13858868,0.13947354,0.46853283,0.3125453,0.17997116,-0.08644334,0.08533909,-0.024849402,-0.35764134,0.39954707,0.07468175,0.05564337,0.024485016,0.025306584,0.033616416,0.032666296,0.13858868,0.13947354,0.46853283,0.3125453,0.17997116,-0.08644334,0.08533909,-0.024849402,-0.35764134,0.39954707,0.07468175,0.05564337,0.024485016,0.025306584,0.033616416,0.032666296,0.13858868,0.13947354,0.46853283,0.3125453,0.17997116,-0.08644334,0.08533909,-0.024849402,-0.35764134,0.39954707,0.07468175
0.040454797,-0.0033629949,-0.016881065,-0.0021429968,-0.005265286,-0.052595027,0.0043985965,-0.06318666,-0.051307615,-0.020028975,0.042647816,-0.05553844,-0.01781814,-0.027465945,0.019894572,-0.063488044,0.040454797,-0.0033629949,-0.016881065,-0.0021429968,-0.005265286,-0.052595027,0.0043985965,-0.06318666,-0.051307615,-0.020028975,0.042647816,-0.05553844,-0.01781814,-0.027465945,0.019894572,-0.063488044,0.040454797,-0.0033629949,-0.016881065,-0.0021429968,-0.005265286,-0.052595027,0.0043985965,-0.06318666,-0.051307615,-0.020028975,0.042647816,-0.05553844,-0.01781814,-0.027465945,0.019894572,-0.063488044,0.040454797,-0.0033629949,-0.016881065,-0.0021429968,-0.005265286,-0.052595027,0.0043985965,-0.06318666,-0.051307615,-0.020028975,0.042647816,-0.05553844,-0.01781814,-0.027465945,0.019894572,-0.063488044,0.040454797,-0.0033629949,-0.016881065,-0.0021429968,-0.005265286,-0.052595027,0.0043985965,-0.06318666,-0.051307615,-0.020028975,0.042647816,-0.05553844,-0.01781814,-0.027465945,0.019894572,-0.063488044
